SEGMENTO_PAIS|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|CICLO|FECHAALTA|STATUS_DESC|LN_PLAN_DESC|LN_SUBSCRIBER_STATUS_DESC|INT_PLAN_DESC|INT_ORIGINAL_ACTIVATION_DATE|TV_PLAN_DESC|TV_ORIGINAL_ACTIVATION_DATE|TV_TECNOLOGIA|TV_SERVICE_TECHNOLOGY|TV_SUBSCRIBER_STATUS_DESC|SUB_MAIN_OFFER_DESC|INT_SUBSCRIBER_STATUS_DESC|SUB_MAIN_OFFER_TRIODUO|ES_MOVISTARTOTAL|DESCUENTO_PROMOCION_PRODUCTO_DESC|DECOS_CANTIDAD
SEGMENTO_004|2016725272|CLIENT_00478|403044421|164577247|9|2023-11-08 00:00:00|Active|||MOV INTERNET CAB RA S23|2023-11-08 12:44:18||||||Internet Movistar RA S23|Active|MonoInt|0||
SEGMENTO_002|2017768500|CLIENT_00417|53941616|051716606|17|1996-01-27 00:00:00|Active|Línea Movistar Voz|Active||||||||Línea Movistar Voz VoIP||MonoLn|0||
SEGMENTO_004|2082202511|CLIENT_00338|17092716|277886606|31|2010-10-29 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2020-07-01 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2090276302|CLIENT_00771|884338221|581724937|31|2023-05-29 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-05-29 13:13:32||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2014431588|CLIENT_00437|82366085|589460306|31|2018-11-21 00:00:00|Active|MOVISTAR VOZ DMU M23|Active|MOV INTERNET DUO RA RET M23|2019-03-08 00:00:00||||||Dúo Movistar Voz Internet RA M23 RET|Active|Duos BA|0|Ajuste al plan ip S/9.91 por 12 meses, AJUSTE FID S/5.11 ILIM|
SEGMENTO_004|2088537697|CLIENT_00972|29359795|934608406|31|2018-10-25 00:00:00|Suspended|MOVISTAR VOZ DUO|Suspended|MOVISTAR INTERNET DÚO|2021-04-26 00:00:00||||||Dúo Plano Local Internet|Suspended|Duos BA|0|Dsct Fidelización Internet 50 x 6 Meses, Dsct Fidelización Voz 10 x 6 Meses|
SEGMENTO_004|2079431606|CLIENT_00125|01798806|456498506|31|1988-12-18 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_004|2053276369|CLIENT_00932|18794285|022252306|31|2019-11-20 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-11-20 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_002|2039530710|CLIENT_00063|85883006|081430506|31|2009-02-26 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-07-01 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2054854170|CLIENT_00245|93619106|491491506|31|2020-10-27 00:00:00|Active|||MOVISTAR SOLO INTERNET|2020-10-27 00:00:00||||||Internet Movistar|Active|MonoInt|0|Fideliza Porc Internet 50% x 6 Meses|
SEGMENTO_003|2080037559|CLIENT_00735|14708806|536468506|31|2012-04-11 00:00:00|Suspended|MOVISTAR VOZ DUO|Collection Suspension ( Subscr|MOVISTAR INTERNET DUO ADSL|2022-04-01 00:00:00||||||Dúo Voz Plano Local Internet ADSL|Collection Suspension ( Subscr|Duos BA|0||
SEGMENTO_004|2078802807|CLIENT_00099|93455606|848147506|17|2003-08-14 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2017-11-21 00:00:00|TV ESTANDAR HD|2017-11-21 00:00:00|HFC|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2050748661|CLIENT_00587|87023195|896241406|17|1993-10-23 00:00:00|Active|Mono Voz Control|Active||||||||LN. CONTROL||MonoLn|0||
SEGMENTO_004|2066690205|CLIENT_00259|460878221|195235937|31|2023-05-31 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAF RA|2023-05-31 12:30:13|TV ESTANDAR HD A|2023-05-31 12:30:22|HFC|CATV|Active|Trío Mov. Voz Internet Estandar HD RA D22|Active|Trios CATV|0|Descuento IPJUL23 EXO TV S/10.00 x 12m|3
SEGMENTO_002|2087028740|CLIENT_00487|49604606|830746506|31|2007-11-30 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2068100781|CLIENT_00901|11290506|889494506|17|2012-08-09 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2018-01-11 00:00:00|TV ESTANDAR HD|2015-03-18 00:00:00|HFC|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2019605219|CLIENT_00561|45201606|864585506|31|2022-01-20 00:00:00|Active|||MOVISTAR DUO INTERNET A|2022-01-20 00:00:00|TV ESTANDAR HD|2022-01-20 00:00:00|FTTH|CATV|Active|Dúo Internet TV Estándar HD|Active|Duos TV BA|0||5
SEGMENTO_004|2094098136|CLIENT_00955|76599116|854412606|31|2019-07-21 00:00:00|Active|||MOVISTAR SOLO INTERNET|2019-07-21 00:00:00||||||Internet Movistar|Active|MonoInt|0|Fideliza Porc Internet 95% x 6 Meses|
SEGMENTO_004|2059315520|CLIENT_00186|86662495|422934406|17|2019-07-06 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-07-06 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2015243618|CLIENT_00254|96170106|586311506|17|2019-03-04 00:00:00|Active|MOVISTAR VOZ TRIO|Active|TRIO MOVISTAR INTERNET|2019-12-30 00:00:00|TV ESTANDAR|2019-12-30 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar|Active|Trios CATV|0|Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses, Fideliza Porc Voz 50% x 6 Meses|2
SEGMENTO_004|2063960356|CLIENT_00283|53376585|467155237|31|2022-07-20 00:00:00|Active|||MOV INTERNET CAD DUO RA|2022-07-20 15:18:38|TV ESTANDAR HD DUO|2022-07-20 15:18:38|FTTH|CATV|Active|Dúo Internet Estándar HD RA|Active|Duos TV BA|0||2
SEGMENTO_004|2091907227|CLIENT_00779|58853595|143145406|31|1999-12-13 00:00:00|Active|||||TV ESTANDAR DIGITAL CMS|1999-12-13 00:00:00|HFC|CATV|Active|TV ESTANDAR DIGITAL||MonoTv|0||2
SEGMENTO_004|2096049962|CLIENT_01000|81666116|351151606|17|2020-11-14 00:00:00|Active|||MOV INTERNET CAA RV O23|2021-12-18 00:00:00||||||Internet Movistar RV O23|Active|MonoInt|0||
SEGMENTO_004|2012793422|CLIENT_00234|60004085|215930306|17|2021-08-13 00:00:00|Active|||MOVISTAR SOLO INTERNET|2021-08-13 00:00:00||||||Internet Movistar|Active|MonoInt|0||
SEGMENTO_004|2059725559|CLIENT_00880|66322706|743707506|31|2016-07-27 00:00:00|Suspended|MOVISTAR VOZ DUO LOCAL|Collection Suspension ( Subscr|MOVISTAR INTERNET DUO LOCAL|2021-12-07 00:00:00||||||Dúo Voz Plano Local Internet|Collection Suspension ( Subscr|Duos BA|0||
SEGMENTO_004|2018488844|CLIENT_00289|76537295|321382406|17|2010-09-08 00:00:00|Active|MOVISTAR VOZ DUO STD|Active|||TV ESTANDAR DUO TV B|2021-09-05 00:00:00|HFC|CATV|Active|Dúo Movistar Voz Estándar Digital||Duos CATV|0|Fideliza Porc TV 50% x 6 Meses, Fideliza Porc Voz 50% x 6 Meses|4
SEGMENTO_004|2042761198|CLIENT_00731|82013506|297748447|17|2024-02-17 00:00:00|Active|||MOV INTERNET CAB RA S23|2024-02-17 16:22:27||||||Internet Movistar RA S23|Active|MonoInt|0||
SEGMENTO_004|2034994857|CLIENT_00519|58380706|123425537|17|2022-11-25 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAE RA|2022-11-25 14:28:18|TV ESTANDAR HD A|2022-11-25 14:28:19|HFC|CATV|Active|Trío Movistar Voz Internet Estandar HD RA|Active|Trios CATV|0|Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses, Fideliza Porc Voz 50% x 6 Meses|3
SEGMENTO_004|2040655923|CLIENT_00296|12742185|767838637|31|2023-01-27 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-01-27 13:19:31||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2077617839|CLIENT_00036|75015575|146223937|5|2023-05-22 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-05-22 15:01:11||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2032243442|CLIENT_00656|944798511|464331147|31|2023-08-21 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-08-21 15:30:37||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2050544462|CLIENT_00635|17572385|717423306|31|2014-07-01 00:00:00|Active|Línea Control|Active||||||||Línea Control||MonoLn|0||
SEGMENTO_004|2008330743|CLIENT_00241|76760385|845703306|17|2019-06-12 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-06-12 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2012453412|CLIENT_00293|31688106|503581506|17|2017-09-13 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2021-07-04 00:00:00|TV ESTANDAR|2021-07-04 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2010399017|CLIENT_00723|96621595|683815406|31|2013-12-03 00:00:00|Active|||||MONO TV ESTANDAR F|2013-12-03 00:00:00|HFC|CATV|Active|MONO TV ESTANDAR F||MonoTv|0|Ajuste al plan ip S/5 por 12 meses|5
SEGMENTO_004|2006503400|CLIENT_00037|15930885|720118306|31|2021-10-23 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2021-10-23 00:00:00|TV ESTANDAR HD|2021-10-23 00:00:00|FTTH|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0||5
SEGMENTO_004|2066854509|CLIENT_00619|85115406|726244506|17|2019-05-10 00:00:00|Active|||MOVISTAR SOLO INTERNET|2019-05-10 00:00:00||||||Internet Movistar|Active|MonoInt|0||
SEGMENTO_004|2033527809|CLIENT_00688|818737121|743971247|5|2023-10-14 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-10-14 12:47:04||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2006444294|CLIENT_00359|14287306|344073506|31|2018-08-18 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2018-08-18 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2000121758|CLIENT_00553|287712321|306693047|15|2023-07-14 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-07-14 19:03:56||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2061726816|CLIENT_00637|50450906|112598506|31|1996-12-09 00:00:00|Active|MOVISTAR VOZ DUO CTRL ADSL|Active|MOVISTAR INTERNET DUO CTRL ADSL|2011-08-25 00:00:00||||||Dúo Plano Control|Active|Duos BA|0||
SEGMENTO_004|2059725559|CLIENT_00880|85481706|553707506|31|2016-09-24 00:00:00|Suspended|MOVISTAR VOZ DUO LOCAL|Collection Suspension ( Subscr|MOVISTAR INTERNET DUO LOCAL|2021-12-07 00:00:00||||||Dúo Voz Plano Local Internet|Collection Suspension ( Subscr|Duos BA|0||
SEGMENTO_004|2038577653|CLIENT_00409|84576485|211774306|31|1981-04-06 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2019-12-09 00:00:00|TV ESTANDAR|2019-12-09 00:00:00|FTTH|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||3
SEGMENTO_004|2082202511|CLIENT_00338|53080816|885009606|31|2003-01-03 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA|2020-07-01 00:00:00||||||Dúo Movistar Voz Internet RA|Active|Duos BA|0||
SEGMENTO_004|2016792398|CLIENT_00998|39598195|941791406|17|2021-02-05 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-02-05 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2060524559|CLIENT_00389|51654606|253425837|17|2023-04-19 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA 22|2023-04-19 17:09:00||||||Dúo Movistar Voz Internet RA D22|Active|Duos BA|0||
SEGMENTO_004|2029512487|CLIENT_00825|128846421|419521347|27|2023-11-29 00:00:00|Active|||MOV INTERNET CAB RA S23|2023-11-29 12:52:11||||||Internet Movistar RA S23|Active|MonoInt|0||
SEGMENTO_004|2070129626|CLIENT_00728|25920006|972132937|31|2023-05-16 00:00:00|Suspended|||MOV INTERNET CAB RA 22|2023-05-16 10:29:30||||||Internet Movistar RA D22|Collection Suspension ( Subscr|MonoInt|0||
SEGMENTO_004|2007557329|CLIENT_00611|62080185|012801306|17|2018-10-15 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2018-10-15 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2068741039|CLIENT_00328|078823111|744500537|31|2022-11-03 00:00:00|Active|||MOV INTERNET CAD DUO RA|2022-11-03 20:04:36|TV ESTANDAR HD DUO|2022-11-03 20:04:37|HFC|CATV|Active|Dúo Internet Estándar HD RA|Active|Duos TV BA|0|Ajuste al plan ip S/14.91 por 12 meses|2
SEGMENTO_004|2098293784|CLIENT_00265|81864316|348419637|31|2023-01-31 00:00:00|Suspended|MOVISTAR VOZ TMU|Suspended|MOV INTERNET CAF RA|2023-01-31 12:53:36|TV ESTANDAR HD A|2023-01-31 12:53:27|HFC|CATV|Suspended|Trío Mov. Voz Internet Estandar HD RA D22|Suspended|Trios CATV|0||3
SEGMENTO_004|2015924484|CLIENT_00897|318317521|645640547|9|2024-02-29 00:00:00|Active|MOVISTAR VOZ TMU S23|Active|MOV INTERNET CAF RA S23|2024-02-29 12:14:48|TV ESTANDAR HD A S23|2024-02-29 12:14:47|HFC|CATV|Active|Trio Mov. Voz Int. Estandar HD RA S23|Active|Trios CATV|0|Descto Plan Internet 50% x 2 ms, Descto Plan TV 50% x 2 ms, Descto Plan Voz 50% x 2 ms|4
SEGMENTO_004|2011807911|CLIENT_00490|58474295|777752406|17|2020-09-17 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2020-09-17 00:00:00|TV ESTANDAR|2020-09-17 00:00:00|FTTH|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2059564423|CLIENT_00991|53354695|965456406|31|2005-11-25 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-05-22 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2098293784|CLIENT_00265|072277321|153016147|31|2023-09-13 00:00:00|Suspended|||MOV INTERNET CAB RA 22|2023-09-13 15:47:19||||||Internet Movistar RA D22|Collection Suspension ( Subscr|MonoInt|0||
SEGMENTO_004|2033412319|CLIENT_00995|045639021|015674047|31|2023-07-19 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-07-19 11:52:50||||||Internet Movistar RA D22|Active|MonoInt|0|Fideliza Porc Internet 50% x 6 Meses|
SEGMENTO_004|2051127548|CLIENT_00931|177250221|655885737|5|2023-03-07 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-03-07 13:07:00||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2087310649|CLIENT_00784|21678485|042794306|31|2019-10-24 00:00:00|Active|||MOVISTAR SOLO INTERNET|2019-10-24 00:00:00||||||Internet Movistar|Active|MonoInt|0||
SEGMENTO_004|2096049962|CLIENT_01000|791921221|597087737|31|2023-03-18 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-03-18 18:21:41||||||Internet Movistar RA D22|Active|MonoInt|0|Fideliza Porc Internet 50% x 6 Meses|
SEGMENTO_004|2065635379|CLIENT_00149|03536406|055284506|17|2015-06-01 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2021-07-04 00:00:00|TV ESTANDAR|2021-07-04 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2090631860|CLIENT_00033|91561185|903611306|31|2019-07-23 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-07-23 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2033541980|CLIENT_00010|792078121|391821737|15|2023-02-10 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-02-10 15:59:11||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2094098136|CLIENT_00955|24009116|624412606|31|2020-09-28 00:00:00|Active|||MOVISTAR SOLO INTERNET|2021-11-24 00:00:00||||||Internet Movistar|Active|MonoInt|0|Fideliza Porc Internet 95% x 6 Meses|
SEGMENTO_004|2026743546|CLIENT_00858|88997885|610098306|31|2007-10-17 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2088859624|CLIENT_00594|04541595|183725406|31|2008-08-21 00:00:00|Active|||||TV ESTANDAR DIGITAL CMS|2008-08-21 00:00:00|HFC|CATV|Active|TV ESTANDAR DIGITAL||MonoTv|0||2
SEGMENTO_004|2052913932|CLIENT_00961|34087016|775850606|17|2017-04-11 00:00:00|Suspended|MOVISTAR VOZ DÚO BC|Collection Suspension ( Subscr|MOVISTAR INTERNET DUO ADSL C|2021-11-24 00:00:00||||||Dúo Voz Plano Local Internet ADSL B|Collection Suspension ( Subscr|Duos BA|0||
SEGMENTO_004|2052323757|CLIENT_00530|52223795|355937406|31|1993-12-18 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2021-12-30 00:00:00|TV ESTANDAR HD|2021-12-30 00:00:00|FTTH|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0||3
SEGMENTO_002|2051657671|CLIENT_00660|739587221|326223937|23|2023-05-22 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA 22|2023-05-22 11:33:36||||||Dúo Movistar Voz Internet RA D22|Active|Duos BA|0||
SEGMENTO_004|2035559917|CLIENT_00985|07066016|104440606|31|2020-09-27 00:00:00|Active|||MOVISTAR SOLO INTERNET|2021-11-24 00:00:00||||||Internet Movistar|Active|MonoInt|0||
SEGMENTO_004|2079684847|CLIENT_00889|609089211|674926637|23|2023-01-17 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA 22|2023-01-17 18:35:06||||||Dúo Movistar Voz Internet RA D22|Active|Duos BA|0||
SEGMENTO_003|2080037559|CLIENT_00735|95349716|593788606|31|2008-05-09 00:00:00|Suspended|MOVISTAR VOZ DUO|Collection Suspension ( Subscr|MOVISTAR INTERNET DÚO|2022-04-01 00:00:00||||||Dúo Plano Local Internet|Collection Suspension ( Subscr|Duos BA|0|DTO FIDE S/ 20 ILIM|
SEGMENTO_004|2020228816|CLIENT_00854|59662385|957623306|31|2019-10-29 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-10-29 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2020274387|CLIENT_00535|898656221|846116447|5|2024-02-07 00:00:00|Active|||MOV INTERNET CAB RA S23|2024-02-07 13:29:27||||||Internet Movistar RA S23|Active|MonoInt|0|Descto Plan Internet 50% x 2 ms|
SEGMENTO_004|2070083854|CLIENT_00585|01742306|172913506|31|2005-07-08 00:00:00|Active||||2005-07-08 00:00:00||||||Troncal|Active|MonoInt|0||
SEGMENTO_004|2096049962|CLIENT_01000|794131221|964923937|31|2023-05-20 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-05-20 17:15:47||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2096523728|CLIENT_00797|28409585|030995306|31|2021-04-30 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2021-04-30 00:00:00|TV ESTANDAR HD|2021-04-30 00:00:00|HFC|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2088835937|CLIENT_00645|08320895|205318406|17|2022-06-16 00:00:00|Active|||MOV INTERNET CAD DUO RA|2022-06-16 00:00:00|TV ESTANDAR HD DUO|2022-06-16 00:00:00|HFC|CATV|Active|Dúo Internet Estándar HD RA|Active|Duos TV BA|0||2
SEGMENTO_004|2091907227|CLIENT_00779|37698395|358893406|31|2015-04-27 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2021-12-30 00:00:00|TV ESTANDAR HD|2021-12-30 00:00:00|HFC|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0|DTO FIDE S/ 3 ILIM|2
SEGMENTO_004|2096049962|CLIENT_01000|791921221|597087737|31|2023-03-22 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-03-22 15:26:58||||||Internet Movistar RA D22|Active|MonoInt|0|Fideliza Porc Internet 50% x 6 Meses|
SEGMENTO_004|2026598806|CLIENT_00317|55190516|950594606|31|2021-11-28 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-11-28 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2052019028|CLIENT_00034|09551795|634586147|31|2023-03-28 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-03-28 15:32:26||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2022589688|CLIENT_00286|75460706|922307506|99|2014-06-09 00:00:00|Active|TPI PREPAGO|Active||||||||TPI PREPAGO||MonoLn|0||
SEGMENTO_004|2014706556|CLIENT_00993|18160985|752519306|31|2005-11-15 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_004|2041738350|CLIENT_00316|89282285|541522306|31|2013-01-30 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-06-19 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2039071279|CLIENT_00736|507047111|156312437|17|2022-10-08 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAE RA|2022-10-08 15:08:26|TV ESTANDAR HD A|2022-10-08 15:08:29|HFC|CATV|Active|Trío Movistar Voz Internet Estandar HD RA|Active|Trios CATV|0|Ajuste al plan ip S/14.91 por 12 meses|6
SEGMENTO_004|2031708273|CLIENT_00450|20276516|745365606|17|2021-03-02 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-03-02 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2040502929|CLIENT_00235|71948185|716381306|31|2009-02-19 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-02-26 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2026562260|CLIENT_00100|97851885|747228306|31|2008-12-31 00:00:00|Active|MOVISTAR VOZ DUO LOCAL|Active|MOVISTAR INTERNET DUO LOCAL|2021-09-01 00:00:00||||||Dúo Voz Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2093963249|CLIENT_00250|63903085|111920306|17|2019-03-07 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-03-07 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2035557284|CLIENT_00828|07407216|080963606|31|2020-02-18 00:00:00|Suspended|||MOVISTAR DUO INTERNET HD|2020-08-01 00:00:00|TV ESTANDAR DUO|2020-08-01 00:00:00|HFC|CATV|Collection Suspension ( Subscr|Dúo Internet Estándar HD|Collection Suspension ( Subscr|Duos TV BA|0||4
SEGMENTO_003|2080037559|CLIENT_00735|84297806|346468506|31|2005-02-22 00:00:00|Suspended|Q51 LINEA PREMIUM C|Collection Suspension ( Subscr||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_002|2032318459|CLIENT_00719|77912895|333638406|31|2000-09-12 00:00:00|Active|MOVISTAR VOZ DUO|Active|||TV ESTANDAR DUO TV|2019-07-20 00:00:00|HFC|CATV|Active|Dúo Plano Local Estándar||Duos CATV|0||2
SEGMENTO_004|2012916743|CLIENT_00424|49115295|899852406|17|2019-12-10 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA 22|2019-12-10 00:00:00||||||Dúo Movistar Voz Internet RA D22|Active|Duos BA|0||
SEGMENTO_002|2021159453|CLIENT_00381|73724206|715942506|31|2012-05-15 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2078726535|CLIENT_00097|357688911|239768237|31|2022-08-01 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA|2022-08-01 11:34:10||||||Dúo Movistar Voz Internet RA|Active|Duos BA|0||
SEGMENTO_004|2017146912|CLIENT_00882|88569616|365976606|31|2018-10-22 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DUO ADSL|2021-09-12 00:00:00||||||Dúo Voz Plano Local Internet ADSL|Active|Duos BA|0||
SEGMENTO_002|2042422772|CLIENT_00369|03027706|011187506|31|2007-09-10 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2005835327|CLIENT_00789|909214021|945933447|5|2024-01-24 00:00:00|Active|||MOV INTERNET CAB RA S23|2024-01-24 16:51:51||||||Internet Movistar RA S23|Active|MonoInt|0|Descto Plan Internet 50% x 2 ms|
SEGMENTO_004|2016641872|CLIENT_00659|56917616|167977537|31|2022-12-09 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA 22|2022-12-09 17:14:36||||||Dúo Movistar Voz Internet RA D22|Active|Duos BA|0||
SEGMENTO_004|2082130032|CLIENT_00923|646582711|163739337|31|2022-09-22 00:00:00|Active|||MOV INTERNET CAB RA|2022-09-22 16:28:27||||||Internet Movistar RA|Active|MonoInt|0||
SEGMENTO_004|2090896108|CLIENT_00183|65071385|486109447|31|2024-02-20 00:00:00|Active|||MOV INTERNET CAD DUO RA S23|2024-02-20 13:21:49|TV ESTANDAR HD DUO S23|2024-02-20 13:21:48|HFC|CATV|Active|Duo Internet Estandar HD RA S23|Active|Duos TV BA|0|Descto Plan Internet 50% x 2 ms, Descto Plan TV 50% x 2 ms|2
SEGMENTO_004|1042311948|CLIENT_00722|33871295|149422406|17|2015-06-17 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DUO ADSL|2021-12-18 00:00:00||||||Dúo Voz Plano Local Internet ADSL|Active|Duos BA|0|DTO FIDE S/ 5 ILIM|
