SEGMENTO_PAIS|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|FLAG_STAFF|PRODUCTO|FECHA_ALTA|ESTADO_LINEA|ESTADO_TELEFONO_RAZON|TIPO_LINEA|PRODUCT_DESC|PLAN_PRINCIPAL|CANT_PROMOCIONES|PROM_DSCTO|PLAN_ROAMING_DATOS|Fecha_Inicio_Permanencia|Fecha_Fin_Permanencia|Meses_Permanencia
SEGMENTO_004|2079287596|CLIENT_00457|567110221|394084737|N|Movil Control|18/11/2021|Activo|Cambio de Titularidad APC|Equipo|Control Movistar Libre|RV Plan Mi Movistar S/62.9 IP I|||Activación MB Internacionales|14/04/2025|13/10/2026|18
SEGMENTO_004|2079287596|CLIENT_00457|567110221|394084737|N|Movil Abierto|18/11/2021|Activo|Cambio de Titularidad APC|Equipo|Abierto Movistar Libre|RV Plan Ilimitado Movistar ilim S/82.9|||Activación MB Internacionales|02/06/2022|01/06/2023|12
SEGMENTO_004|2079287596|CLIENT_00457|567110221|286284737|N|Movil Abierto|12/03/2022|Activo|Cambio de Titularidad APC|Equipo|Abierto Movistar Libre|RV Plan Ilimitado Movistar ilim S/82.9|||Activación MB Internacionales|11/03/2022|10/03/2023|12
SEGMENTO_004|2079287596|CLIENT_00457|567110221|394084737|N|Movil Control|18/11/2021|Activo|Cambio de Titularidad APC|Equipo|Control Movistar Libre|RV Plan Mi Movistar S/62.9 IP I|||Activación MB Internacionales|22/03/2022|21/03/2023|12
SEGMENTO_004|2079287596|CLIENT_00457|567110221|286284737|N|Movil Control|27/02/2023|Activo|Pedido de Cliente|Equipo|Control Movistar Libre|RV Plan Mi Movistar S/36.9 IP26|||Activación MB Internacionales|27/02/2023|26/08/2024|18
SEGMENTO_004|2079287596|CLIENT_00457|567110221|394084737|N|Movil Control|27/02/2023|Activo|Pedido de Cliente|M4|Control Movistar Libre|RV Plan Mi Movistar S/36.9 IP26|||Activación MB Internacionales|07/02/2024||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|05/12/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.30|||Activación MB Internacionales|08/03/2026||
SEGMENTO_002|2020274387|CLIENT_00535|786498921|905489157|N|Movil Abierto|27/01/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|08/03/2025||
SEGMENTO_002|2020274387|CLIENT_00535|786498921|966100257|N|Movil Abierto|27/01/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|17/04/2026|16/10/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|786498921|771819157|N|Movil Abierto|24/01/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/39.9 IV|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|12/05/2026|11/11/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|10/06/2026|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Bono B2B 100G 6M VR 508.30|Activación MB Internacionales|09/06/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|10/06/2026|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|1|Bono B2B 100G 6M VR 508.30|Activación MB Internacionales|09/06/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|03/12/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.30|||Activación MB Internacionales|15/03/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|03/12/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.30|||Activación MB Internacionales|01/12/2025||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|07/08/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.39.9|||Activación MB Internacionales|04/08/2025||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|03/12/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.30|||Activación MB Internacionales|01/12/2025||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|564211837|N|Movil Abierto|10/09/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|07/01/2025||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|08/06/2026|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|||Activación MB Internacionales|09/06/2026|08/12/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|08/06/2026|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|||Activación MB Internacionales|23/06/2026|22/12/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|24/06/2026|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.30|1|Bono B2B 40G 6M VR 203.32|Activación MB Internacionales|22/06/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|||Activación MB Internacionales|05/06/2026|04/12/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|30/04/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|30/04/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|30/04/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/58.9|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|10/05/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.30|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|13/04/2026|12/10/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|30/04/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|13/02/2026|12/08/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|12/04/2024|11/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Negociación Equipo y/o SimCard|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|30/04/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|12/04/2024|11/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.79.9|||Activación MB Internacionales|13/11/2025|12/05/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|12/04/2024|11/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.39.9|||Activación MB Internacionales|08/05/2026|07/11/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|12/04/2024|11/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|12/04/2024|11/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|12/04/2024|11/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|15/04/2024|14/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|30/04/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|12/04/2024|11/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|||Activación MB Internacionales|13/04/2024|12/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.39.9|||Activación MB Internacionales|08/05/2026|07/11/2027|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|12/04/2024|11/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|30/04/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 72.9|||Activación MB Internacionales|15/04/2024|14/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/82.9|||Activación MB Internacionales|12/04/2024|11/10/2025|18
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|15/05/2023|Activo|Negociación Equipo y/o SimCard|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/32|1|Descuento de 40% al plan x 3 meses|Activación MB Internacionales|30/04/2026||
SEGMENTO_004|2053765186|CLIENT_00416|51327575|870309501|N|Movil Abierto|20/02/2019|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|Plan Elige Todo+ S/ 56.90||||20/02/2019|20/08/2020|18
SEGMENTO_004|2053765186|CLIENT_00416|51327575|687209501|N|Movil Abierto|20/02/2019|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|Plan Elige Todo+ S/ 56.90|1|Bono Duplica Neg 39.90x12m(VR S/33.81)||20/02/2019|20/08/2020|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|18/08/2006|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/52.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Control|13/11/2023|Activo|Pedido de Cliente|M4|Control Elige Todo Planta C sin Roaming|Plan Elige Todo+ S/ 15.00 C||||25/04/2024||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Control|13/11/2023|Activo|Pedido de Cliente|M4|Control Elige Todo Planta C sin Roaming|Plan Elige Todo+ S/ 15.00 C||||25/04/2024||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|13/11/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/12/2023|20/06/2025|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|13/11/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|26/12/2024|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|||Activación MB Internacionales|23/12/2024|22/06/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|30/03/2011|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/52.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|26/07/2011|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|06/05/2022|05/11/2023|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|30/03/2011|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/52.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|27/04/2022|Activo|Alta Nueva solo SIM|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/149.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|25/01/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/149.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/01/2021|20/07/2022|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|29/05/2026|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.99.9|||Activación MB Internacionales|27/05/2026||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|21/07/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/149.9 IV|||Activación MB Internacionales|21/07/2025|20/01/2027|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/03/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|14/04/2025|13/10/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/03/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|14/04/2025|13/10/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|27/07/2011|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9 IV|||Activación MB Internacionales|03/06/2025|02/12/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|30/03/2011|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/52.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|26/07/2011|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/99.9|||Activación MB Internacionales|13/11/2024|12/05/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/03/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|14/04/2025|13/10/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/03/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/39.9 IV|||Activación MB Internacionales|14/04/2025|13/10/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/03/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|14/04/2025|13/10/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/03/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|14/04/2025|13/10/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/03/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|14/04/2025|13/10/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/03/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|14/04/2025|13/10/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|09/04/1999|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/149.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|08/06/2022|07/12/2023|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|22/01/1997|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/149.9 IV|||Activación MB Internacionales|21/07/2025|20/01/2027|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|06/07/2006|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/149.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|BAM|16/01/2026|Activo|Pedido de Cliente|Equipo|BAM Empresas|Plan Internet de Teletrabajo S/100|1|Descuento de 50% al plan x 12 meses||15/01/2026|14/01/2027|12
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|16/01/2026|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/49.9 IV|||Activación MB Internacionales|15/01/2026|14/07/2027|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|17/03/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 79.9 IV|||Activación MB Internacionales|16/03/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|16/09/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/59.9 IV|||Activación MB Internacionales|14/09/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|26/05/2022|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/149.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/09/2018|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/119.9|||Activación MB Internacionales|19/08/2024|18/02/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|28/09/2018|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/52.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|80750575|306216173|N|Movil Abierto|30/09/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/82.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|29/09/2021|28/03/2023|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|07/04/2026|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|||Activación MB Internacionales|05/04/2026||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|07/04/2026|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|||Activación MB Internacionales|05/04/2026||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|23/06/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/49.9 IV|||Activación MB Internacionales|22/06/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|23/06/2025|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/119.9 IV|||Activación MB Internacionales|23/06/2025|22/12/2026|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|23/06/2025|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/49.9 IV|||Activación MB Internacionales|02/09/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|30/03/2011|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/52.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|13/11/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/ 85.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|21/11/2025||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Control|13/11/2023|Activo|Pedido de Cliente|M4|Control Elige Todo Planta C sin Roaming|Plan Elige Todo+ S/ 15.00 C||||25/04/2024||
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|13/11/2023|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|29/04/2024|28/10/2025|18
SEGMENTO_002|2028712026|CLIENT_00204|00750575|083214193|N|Movil Abierto|18/12/2018|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/52.9|1|Descuento de 50% al plan x 12 meses|Activación MB Internacionales|18/12/2018|18/06/2020|18
SEGMENTO_004|2021563134|CLIENT_00471|802909421|978687957|N|Movil Abierto|27/01/2026|Activo|Pedido de Cliente|M4|Abierto líneas adicionales B2B|B2B Líneas adicionales S/99.9|1|Bono ilim líneas adicionales V.R.S/ 99.9|Activación MB Internacionales|27/01/2026||
SEGMENTO_004|2021563134|CLIENT_00471|802909421|310955347|N|Movil Control|14/12/2023|Activo|Pedido de Cliente|M4|Control Movistar Libre|RV Plan Mi Movistar S/31.9 VI|||Activación MB Internacionales|14/12/2023||
SEGMENTO_004|2084074807|CLIENT_00310|50984575|098430143|N|Movil Abierto|27/09/2011|Suspendido|Robo - Equipo y simcard|Equipo|Abierto Elige Todo Emp RD|Plan Elige Todo+ S/ 56.90||||27/09/2022||
SEGMENTO_004|2084074807|CLIENT_00310|50984575|598430143|N|Movil Abierto|27/09/2011|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|Plan Elige Todo+ S/ 56.90||||27/09/2022||
SEGMENTO_004|2084074807|CLIENT_00310|50984575|398430143|N|Movil Control|27/09/2011|Activo|Pedido de Cliente|Equipo|Control Movistar Libre|Plan Mi Movistar S/55.9 IP|||Activación MB Internacionales|26/11/2018|26/05/2020|18
SEGMENTO_004|2084074807|CLIENT_00310|50984575|888430143|N|Movil Abierto|27/09/2011|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|Plan Elige Todo+ S/ 56.90||||19/04/2018|19/10/2019|18
SEGMENTO_004|2084074807|CLIENT_00310|50984575|898430143|N|Movil Control|27/09/2011|Activo|Pedido de Cliente|Equipo|Control Elige Todo Emp con Roaming|Plan Elige Todo + C S/ 66.9||||27/09/2022||
SEGMENTO_004|2096933668|CLIENT_00492|449021321|465480047|N|Movil Abierto|28/06/2023|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|Movistar Empresas S/ 29.9 I|||Activación MB Internacionales|05/01/2026||
SEGMENTO_004|2018723284|CLIENT_00943|18152575|087358501|N|Movil Abierto|31/01/2019|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/30 IV|||Activación MB Internacionales|05/02/2025||
SEGMENTO_004|1048743727|CLIENT_00498|54325575||N|Movil Abierto|18/05/2026|Activo|Pedido de Cliente|M4|Abierto líneas adicionales B2B|B2B Líneas adicionales S/29.9|1|Bono ilim líneas adicionales V.R.S/ 29.9|Activación MB Internacionales|15/05/2026||
SEGMENTO_002|2020274387|CLIENT_00535|312562221|643610937|N|Movil Abierto|08/08/2024|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/59.9 IV|||Activación MB Internacionales|27/05/2026||
